reference,generated
ජාවාරම්කරුවන් අලුයම 2 ට පමණ ගුවන්තොටුපල පරිශ්රයට පැමිණ කාන්තාවන්ට විදේශ ගමන්,ජාවාරම්කරුවන්‌ අලුයම 2 ට පමණ ගුවන්තොටුපල පරිශ්රයට පැමිණ කාන්තාවන්ට විදේශ ගමන්‌
//ඒ නිසා සුළු ජාතිකයන් මෛත්රී හා එක්වූයේ රට බෙදන්න යැයි,//ඒ නිසා සුළු ජාතිකයන්‌ මෛත්රී හා එක්වූයේ රට බෙදන්න යැයි
ගෙදර ඇවිත් මම අපේ මල්ලිට ඔය සිදුවීම කිව්ව. එයා ගත්ත ගමන්ම අක්කා මෙහේ ඕවගේ දේවල් ටැබූ කීවම,[1[1):2[] £1/£]5] £]6] 101: £)(:1[:](] 15 3:2£]6)] 2106]. ඵු51] [1]51] [1]2]516) (1:121]] [12]01:4] ]£]01[1] 0(2£)[7] [)/11] 21:16)
"කාලෙකට කලින් "" ඒන්ෂන්ට් ඒලියන්ස් "" එපිසෝඩ් කීපෙකම මේ ස්ථාන & මේ නිර්මාණ ගැන තිබ්බ....අර","කාලෙකට කලින්‌ "" ඒන්ෂන්ට්‌ ඒලියන්ස්‌ "" එපිසෝඩ්‌ කීපෙකම මේ ස්ථාන & මේ නිර්මාණ ගැන තිබබ....අර"
ඖෂධ වෙළෙඳාමෙන් අධික ලාභ ඉපැයීම නීතිගත කිරීමටයි. මෙවැනි පනතක් 2001,ඔෟෂධ වෙළෙඳාමෙන්‌ අධික ලාභ ඉපැයීම නීනිගත කිරීමටයි. මෙවැනි පනතක්‌ 2001
මෙහේ කුකුල්ලු වගාව කරාම හරියන්නෙ නෑ පවුල් පිටින් විනාස වෙලා යනව කියුවට එහෙම උන කෙනෙකුත් නෑ,ඉටඞ්‌ කූකල්ලු වඩාව කරාල ඩරියන්නෙ නෑ රිවුල්‌ පිටින්‌ විනාස 6වලා යනව කියුවට එට උන කෙනෙකන්‌ නෑ
"මචං, උබ තනිකරම මම. මම බටහිර ගණිතය සහ අභිද්ධර්මය එක්ක ඔය ගැන හෙව්ව","මචං, උබ තනිකරම මම. මම බටහිර ගණිතය සහ අභිද්ධර්මය එක්ක ඔය ගැන හෙව්ව"
තාත්තා හීනයක් වගේ මගේ ජීවිතේට ඇවිත් මම ඇහැරෙනකොට මාව දාලා යන්න ගිහින්.,තාත්තා ඞීනයක්‌ වගේ මගේ ජීවිතේට ඇවිත්‌ මම ඇහැරෙනකොට මාව දාලා යන්න ගිගින්‌.
ගහකින් වැටිල ගොනත් අැනල බෝම අමාරුවෙන් බේරිලා අැවිත් බෙහෙත්,ගහකින්‌ වැටිල ගොනත්‌ අ:ද4නල බෝම අමාරුවෙන්‌ බේරිලා අ“%විත්‌ බෙහෙත්‌
අපෝ නැ. පල්ලියෙන් හොදයි කියන දවස් ගැන තැකීමක් කරා. අද වෙනකොට ශාකා 400 ක් තියනවා.,අපෝ නැ. පල්ලියෙන්‌ හොදයි කියන දවස්‌ ගැන තැකීමක්‌ කරා. අද වෙනකොට ශාකා 400 ක්‌ තියනවා.
ඔය කාන්තා පත්තර ඉදලා හිටලා කියවන්න සෙට් වුණාම ඒවයෙත් මේ,ඔය කාන්තා පත්තර ඉදලා හිටලා කියවන්න සෙට්‌ වුණාම ඒවයෙත්‌ මේ
හිතට මාරම මාර සැනසිල්ලක් දැනෙන්නේ අපෙ දිනෙශ් අයියාගේ විඩියෝ බලනකොට. පරිසරය,හිතට මාරම මාර සැනසිල්ලක්‌ දැනෙන්නේ අපෙ දිනෙශ්‌ අයියාගේ විඩියෝ බලනකොට. පරිසරය
රාජ්ය සේවකයාට නිදහසේ සිය දේශපාලන අදහස් ප්රකාශ කිරීමට ඉඩ තිබේ. ඒ,රාජ්ය සේවකයාට නිදහසේ සිය දේශපාලන අදහස්‌ ප්රකාශ කිරීමට ඉඩ තිබේ. ඒ
නිවේදනයක් නිකුත් කරමින් ඔවුන් සඳහන් කළේ කොමිෂන් වාර්තාව මගින් පක්ෂ සභාපති හිටපු,නිවේදනයක්‌ නිකුත්‌ කරමින්‌ ඔවුන්‌ සඳහන්‌ කළේ කොමිෂන්‌ වාර්තාව මගින්‌ පක්ෂ සභාපති හිටපු
මමත් කුඩුවක් කඩේන් අරන් ගියේ.කාඩ්බෝඩ් අටපට්ටමක්.සිල් ගන්නවාට වඩා,මමත්‌ කුඩුවක්‌ කඩේන්‌ අරන්‌ ගියේ.කාඩ්බෝඩ්‌ අටපට්ටමක්‌.සිල්‌ ගන්නවාට වඩා
මීට අමතරව දැනට සිද්ධිය සම්බන්ධයෙන් අත්අඩංගුවට ගෙන රක්ෂිත,මීට අමතරව දැනට සිද්ධිය සම්බන්ධයෙන්‌ අත්‌අඩංගුවට ගෙන රක්ෂිත
මහින්ද පිළේ ජ්යෙෂ්ඨයන් දෙදෙනෙකු ආණ්ඩුවේ ප්රබල කැබිනට් ඇමතිකම් දෙකක් ඉල්ලයි!.ඒකාබද්ධයේ තවත් 7ක් ඉදිරි දින වලදි,"00න්දි ළ0ළි (1651010521 0 දදා 212] £:10112]0ච] ඒ (1119 21/01210] £1/ස]ති කානු 0දිකෝක! 5][1[015 !,121101ද]0(3 නවත 721 හුදිරි දිනු ච[9ළදි"
. මොකක්ද වෙන්නේ කියලා හිතා ගන්නත් කලින් මට තේරුනා අපේ ත්රීවිල් එක ඇලවුනා. මාව අපේ බබාගේ,. මොකක්ද වෙන්නේ කියලා හිතා ගන්නත්‌ කලින්‌ මට තේරුනා අපේ ත්රීවටිලි ටක ඇලවුනා. මාව අරේ බබාගේ
අම්මපා එහෙනම් උඹලා ගැන වෙන්න ඇති මට දැනගන්න ලැබුනේ. මතක ඇතුව අරන් යන්න ඕන,අම්මපා එහෙනම්‌ උඹලා ගැන වෙන්න ඇති මට දැනගන්න ලැබුනේ. මතක ඇතුව අරන්‌ යන්න ඕන
අමනුෂ්ය බලවේග ද නිවස තුල රින ශක්තිය ජනිත කරනවා. එබැවින්,අමනුෂ්ය බලවේග ද නිවස තුල රින ශක්තිය ජනිත කරනවා. එබැවින්‌
මේ දන්නා කෙනෙක් ඉන්නවනම් මට කියල දෙනවද .අනුහස් අය්යා,මේ දන්නා කෙනෙක්‌ ඉන්නවනම්‌ මට කියල දෙනවද .අනුහස්‌ අය්යා
"අර තොරණට ආධාර තරඟෙට දෙනවා වගේ තමා පන්සල්වල තියෙන භාණ්ඩ සල්පිල, මල්වට්ටි","(1 6511(12:1£] 10111 :1(10/1116] 02121] ච6[11 නෝන] පන්‌ 6160521] ?1111:1£] £5[1(3, £1[912ටුවු"
පින්වත් හරේන්ද්‍ර මැතිතූමනි.මහනුවර අප උමන්දාවේ දිගුවක් ආරම්භ කරන්න අදහස්කර ඇත.එම භුමිය දැනට උමන්වට පූජාකර ඇත,පුන]වර] 21011 £]/61ර5)6]0.6)(1]2]£101 15 ලුනු] 106) ළි1]£1]5] £:1(16)(1] 21011] අල01:301(1 £1/5].චු£] ]6](5 ල/එ16] ලු] ](] ඵු 12101 151]
