reference,generated
அதடஎங்கஉதவ அங்க தவன்ன ஒரவ ர்த்தசல்லங்க பதம்,அதடஎங்கஉதவ அங்க தவனன ஒரவ ரததசல்லங்க பதம்
ஓடஸ் நீங்கள் என் கள்வக்கபதலளக்கவல்லஎன்பதநன் கவனத்த ன்,ஓடல் நிங்கள் என களவக்கபதல்ளக்கவலல்லன்னபதநன் கவனதத ன
இந்த கணக்கவழக்கல்லம்மடஞ்சதக்க அப்பறம் உன்னடன்வலச ய்யல ம்னதணத,இந்த கணக்கவழக்கலலம்மட்டுச்சத்த அப்பறம் உன்னடனவலச யயல் மனதணத
எம்எம்ஏ பட்டக்கம்ஒப்பந்தசண்டக்கம் எந்த சம்மந்தமம்இல்ல,எம்எம்ஏ பட்டக்கம்ஒப்பந்தசண்டக்கம எந்த சமமந்தமம்இல்ல
நன்ம ட்ச்கஸ்லர்மீதன வசரணக்க தலமதங்கப்பகறன்,நனம் டசகஸலரம்தன் வசரணக்க தலமதங்கப்பகறன
டமஸ்கஸக்கநீங்கள்பதப்பல்லமல்ஓய்வபறவீர்கள்என்றபரர்த்தக்க றன்,மஸ்கஸ்ககந்ங்களபதப்பலலமலலலையவபறவர்களைன்றபரர்தத்தக றன
நீங்கள் அவள் பகறன்கட இரக்கந றவப்பட்டள்ளதஎன்பதஅறயவம்,நீங்கள் அவள் பகறன்கட இரக்கந றவப்பட்டள்ளதஎன்பதஅறயவம்
தழலளர்களவளய அனப்ப ச்சட்ட ஃபக்டரக்கதீவச்ச ரக்கீங்க,தழலளர்களவளய அனப்ப ச்சட்ட ஃபக்டரக்கத்வச்ச ரக்கீங்க
பரபலமனவர்கள் கல ஞர்கள் தங்கள் நரத்தஅதற்கஒதக்ககறர்கள்,பரபலமனவர்கள் கல ஞர்கள் தங்கள் நரத்தஅதற்கத்தக்கதற்கள்
இங்க ஒரர ட்இர க்கங்கறதநமக்க இப்ப தன்த ரயத ரகவரன்,இங்க ஒரர ட்இர க்கங்கறதநமக்க இப்ப தன்த ரயத ரகவரன்
எனக்கமீதம்இர க்கம்வழ்க்க ஏற்கனவஆரம்பத்தவட்டத,எனக்கமீதம்இர க்கம்வழ்க்க ஏற்கனவஆரம்பத்தவட்டத
அந்த ததபர ம்பலனவர்களக்க அர்த்தமற்ற ஒன்றகஆக,அந்த தத்பர் ம்பல்னவர்கள்க்க அரத்தமற்ற ஒன்றக்ஆக
சன்சல்லஸ்அடவ லகட ப்பத பற்றநன்ஏத வதசல்லயரக்கலம்,சனசல்ல்ஸ்அடவ லகட பபத பற்றநனஏத் வதசல்லயர்க்கலம்
எந்த ஆதரவு தேவைப்பட்டால் பிளின்ட் ஜாயே நீங்கள் வலுப்படுத்த,எந்த ஆதரவு தேவைப்பட்டால் பிளின்ட் ஜாயே நீங்கள் வலுப்படுத்த
வக்பர்த ரவணகர்கள்மற்றம் கடக்கரர்கள் ம தந்தர கட்டம்,வகபரத் ரவணகர்களமற்றும் கடக்கரர்கள் ம் தந்தர் கட்டம்
உன் மகத்தல்என்சயல்இரக்க கட்டத்தட்டஅதமகம்தன்,உன் மகத்தல்என்சயல்இரக்க கட்டத்தட்டஅதமகமதன
ஏய் தழர்கள நம் ஏற்கனவ எங்கள் இரவஒதக்கீடகள்தவறவ ட்டர்,ஏய் தழர்கள நம் ஏற்கனவ எங்கள் இரவஒதக்கீடகள்தவறவ ட்டர்
அவங்க இரவரம்சர்ந்தவல சய்தங்கன்னஎனக்கஆதரம் வணம்இல்ல,அவங்க இரவரமசரந்தவல் சயதங்கனைன்னக்கஆதரம் வணம்இல்ல
பரமச்ச அதக் கண்பப்பதல்அவரக்கசரமம்உள்ளத ஆனல்,JITDசச் அத்த கண்பபபதல் அவர்க்கசரமமஉள்ளத் ஆண்டி
