reference,generated
நன்ஒரபக்கஅழத்ததபற்றலயஸ பம்ப்ரக்எவ்வளவவணலம்இளக்கட்ட ம்,நன்ஒரபக்கஅழத்ததபற்றலயஸ பம்ப்ரக்எவ்வளவவணலம்இளக்கட்ட ம்
நீங்கள் அடத்தம ன்றமதங்களல்மலம்கழந்தகள்ச ரநர்வகக்கம டயம்,நீங்கள் அடத்தம ன்றமதங்களல்மலம்கழந்தகள்ச ரநர்வகக்கம டயம்
நீ சக்தவய்ந்தவளனலம் இந்த பண்கள்தசப்தங்களக,நீ சக்தவய்ந்தவளனலம் இந்த பண்கள்தசப்தங்களக
பர்சயவகயப்படத்த கரக்கமன உற தயவலப்படத்தகன்றன,பர்சயவகயப்படத்த கரக்கமன உற தயவலப்படத்தகன்றன
நீங்கள் அனவரம்மீண்டம்சம்ப யன்களகவரவீர்கள்என்றநம்பக றன்,நீங்கள் அனவரம்மீண்டம்சம்ப யன்களகவரவீர்கள்என்றநம்பக றன்
இம்மறஉலகன்கண்கள்வனல்ப ரகசக்க ம் நமதநகரத்தன்மீத இரக்கம்,இம்மறஉலகன்கண்கள்வனல்ப ரகசக்க ம் நமதநகரத்தன்மீத இரக்கம்
அதடஎங்கஉதவ அங்க தவன்ன ஒரவ ர்த்தசல்லங்க பதம்,அதடஎங்கஉதவ அங்க தவன்ன ஒரவ ர்த்தசல்லங்க பதம்
ஓடஸ் நீங்கள் என் கள்வக்கபதலளக்கவல்லஎன்பதநன் கவனத்த ன்,ஓடஸ் நீங்கள் என் கள்வக்கபதலளக்கவல்லஎன்பதநன் கவனத்தன்
இந்த கணக்கவழக்கல்லம்மடஞ்சதக்க அப்பறம் உன்னடன்வலச ய்யல ம்னதணத,இந்த கணக்கவழக்கல்லம்மடஞ்சதக்க அப்பறம் உன்னடன்வலச ய்யல மனதணத
எம்எம்ஏ பட்டக்கம்ஒப்பந்தசண்டக்கம் எந்த சம்மந்தமம்இல்ல,எம்எம்ஏ பட்டக்கம்ஒப்பந்தசண்டக்கம் எந்த சம்மந்தமம்இல்ல
நன்ம ட்ச்கஸ்லர்மீதன வசரணக்க தலமதங்கப்பகறன்,நன்ம ட்ச்கஸ்லர்மீதன வசரணக்க தலமதங்கப்பகறன்
டமஸ்கஸக்கநீங்கள்பதப்பல்லமல்ஓய்வபறவீர்கள்என்றபரர்த்தக்க றன்,டமஸ்கஸக்கநீங்கள்பதப்பல்லமல்ஒய்வபறவீர்கள்என்றபரர்த்தக்க றன்
நீங்கள் அவள் பகறன்கட இரக்கந றவப்பட்டள்ளதஎன்பதஅறயவம்,நீங்கள் அவள் பகறன்கட இரக்கந றவப்பட்டள்ளதஎன்பத அறயவம்
தழலளர்களவளய அனப்ப ச்சட்ட ஃபக்டரக்கதீவச்ச ரக்கீங்க,தழலளர்களவளய அனப்ப ச்சட்ட ஃபக்டரக்கதீவச்ச ரக்கீங்க
பரபலமனவர்கள் கல ஞர்கள் தங்கள் நரத்தஅதற்கஒதக்ககறர்கள்,பரபலமனவர்கள் கல ஞர்கள் தங்கள் நரத்தஅதற்கஒதக்ககறர்கள்
இங்க ஒரர ட்இர க்கங்கறதநமக்க இப்ப தன்த ரயத ரகவரன்,இங்க ஒரர இர க்கங்கறதநமக்க இப்ப தன்த ரயத ரகவரன்
எனக்கமீதம்இர க்கம்வழ்க்க ஏற்கனவஆரம்பத்தவட்டத,எனக்கமீதம்இர க்கம்வழ்க்க ஏற்கனவஆரம்பத்தவட்டத
அந்த ததபர ம்பலனவர்களக்க அர்த்தமற்ற ஒன்றகஆக,அந்த ததபர ம்பலனவர்களக்க அர்த்தமற்ற ஒன்றகஆக
சன்சல்லஸ்அடவ லகட ப்பத பற்றநன்ஏத வதசல்லயரக்கலம்,சன்சல்லஸ்அடவ லகடப்பத பற்றநன்ஏத வதசல்லயரக்கலம்
